DIAG_PRINC,TOTAL_OCORRENCIAS,valor_total,idade_media,sexo_majoritario,total_masculino,total_feminino,total_ignorado,descricao_cid
K938,530,364346.27,53.58301886792453,Masculino,280,250,0,Transtornos de outros orgaos digestivos em doencas classificadas em outra parte
C169,528,658394.9,65.08143939393939,Masculino,326,202,0,Neoplasia maligna do estomago
S026,526,1004986.88,35.81368821292776,Masculino,424,102,0,Fratura do cranio e dos ossos da face
T889,524,416402.7,48.70229007633588,Masculino,270,254,0,Outras complicacoes de cuidados medicos e cirurgicos nao classificadas em outra parte
O369,523,523324.82,26.565965583173995,Feminino,0,523,0,Assistencia prestada a mae por outros problemas fetais conhecidos ou suspeitados
O200,521,89487.84,27.904030710172744,Feminino,0,521,0,Hemorragia do inicio da gravidez
S825,519,403048.35,43.396917148362235,Masculino,272,247,0,"Fratura da perna, incluindo tornozelo"
O334,516,361780.24,25.939922480620154,Feminino,0,516,0,Assistencia prestada a mae por uma desproporcao conhecida ou suspeita
M511,516,2319222.42,50.43604651162791,Feminino,228,288,0,Outros transtornos de discos intervertebrais
O829,515,401392.69,27.992233009708738,Feminino,0,515,0,Parto unico por cesariana
J351,515,212615.8,17.149514563106795,Feminino,227,288,0,Doencas cronicas das amigdalas e das adenoides
I831,514,380092.33,53.81712062256809,Feminino,187,327,0,Varizes dos membros inferiores
C920,506,3723290.47,44.219367588932805,Feminino,208,298,0,Leucemia mieloide
M160,502,2732411.36,64.34860557768924,Masculino,323,179,0,Coxartrose [artrose do quadril]
F603,497,336448.71,28.96780684104628,Feminino,90,407,0,Transtornos especificos da personalidade
I350,496,12206328.68,68.11895161290323,Masculino,279,217,0,Transtornos nao-reumaticos da valva aortica
I472,496,3726527.48,58.44153225806452,Masculino,268,228,0,Taquicardia paroxistica
K565,493,1372337.94,55.740365111561864,Feminino,246,247,0,Ileo paralitico e obstrucao intestinal sem hernia
O833,493,361687.32,25.421906693711968,Feminino,0,493,0,Outros tipos de parto unico assistido
I792,491,724476.25,58.527494908350306,Masculino,321,170,0,"Transtornos das arterias, das arteriolas e dos capilares em doencas classificadas em outra parte"
K590,486,200838.37,43.33127572016461,Masculino,247,239,0,Outros transtornos funcionais do intestino
F315,484,397287.76,42.42355371900826,Feminino,128,356,0,Transtorno afetivo bipolar
J989,483,987138.58,35.041407867494826,Masculino,253,230,0,Outros transtornos respiratorios
S730,483,503994.61,61.581780538302276,Masculino,265,218,0,"Luxacao, entorse e distensao da articulacao e dos ligamentos do quadril"
N288,481,851766.41,52.74220374220374,Feminino,224,257,0,Outros transtornos do rim e do ureter nao classificado em outra parte
C19 ,473,2113458.94,62.74207188160676,Masculino,307,166,0,Neoplasia maligna da juncao retossigmoide
S818,472,188060.99,58.233050847457626,Masculino,241,231,0,Ferimento da perna
N872,471,259572.12,40.05732484076433,Feminino,0,471,0,Displasia do colo do utero
E115,471,407972.12,62.77707006369427,Masculino,300,171,0,Diabetes mellitus nao-insulino-dependente
J40 ,470,300283.04,19.204255319148935,Masculino,245,225,0,Bronquite nao especificada como aguda ou cronica
M841,468,500541.87,43.27777777777778,Masculino,315,153,0,Transtornos da continuidade do osso
L032,465,195519.9,26.677419354838708,Masculino,258,207,0,Celulite (Flegmao)
K351,464,384410.26,34.35775862068966,Masculino,255,209,0,Apendicite aguda
F239,462,291767.15,42.90909090909091,Masculino,244,218,0,Transtornos psicoticos agudos e transitorios
D486,462,849135.59,50.391774891774894,Feminino,19,443,0,Neoplasia de comportamento incerto ou desconhecido de outras localizacoes e de localizacoes nao especificadas
J91 ,460,1191901.22,56.197826086956525,Masculino,255,205,0,Derrame pleural em afeccoes classificadas em outra parte
N300,459,288552.79,64.4640522875817,Feminino,151,308,0,Cistite
S681,458,210807.19,45.198689956331876,Masculino,383,75,0,Amputacao traumatica ao nivel do punho e da mao
C500,458,1312259.5,57.51091703056768,Feminino,7,451,0,Neoplasia maligna da mama
M201,455,316621.56,54.32087912087912,Feminino,54,401,0,Deformidades adquiridas dos dedos das maos e dos pes
K858,454,339975.75,53.64977973568282,Feminino,205,249,0,Pancreatite aguda
T821,453,5885435.07,69.32671081677704,Masculino,252,201,0,"Complicacoes de dispositivos proteticos, implantes e enxertos cardiacos e vasculares"
S524,452,322934.51,25.661504424778762,Masculino,334,118,0,Fratura do antebraco
R32 ,451,204237.66999999998,59.75831485587583,Feminino,21,430,0,Incontinencia urinaria nao especificada
K404,451,391412.37,55.58314855875832,Masculino,359,92,0,Hernia inguinal
C220,450,1011368.61,65.17777777777778,Masculino,298,152,0,Neoplasia maligna do figado e das vias biliares intra-hepaticas
D250,446,348359.28,46.87668161434978,Feminino,0,446,0,Leiomioma do utero
Q531,444,209286.69,6.95045045045045,Masculino,444,0,0,Testiculo nao-descido
S460,442,334386.81,57.17420814479638,Feminino,186,256,0,Traumatismo de tendao e musculo ao nivel do ombro e do braco
C250,442,1492106.3699999999,64.75113122171946,Masculino,227,215,0,Neoplasia maligna do pancreas
S835,440,1842314.6300000001,31.73181818181818,Masculino,339,101,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
C679,440,655572.68,68.4159090909091,Masculino,315,125,0,Neoplasia maligna da bexiga
E440,439,316544.38,64.33257403189066,Masculino,230,209,0,Desnutricao proteico-calorica de graus moderado e leve
D509,438,225240.77,59.897260273972606,Feminino,189,249,0,Anemia por deficiencia de ferro
K868,438,471950.9,53.54337899543379,Feminino,198,240,0,Outras doencas do pancreas
N44 ,437,209976.62,22.594965675057207,Masculino,437,0,0,Torcao do testiculo
K831,436,892842.25,59.21788990825688,Feminino,149,287,0,Outras doencas das vias biliares
S728,436,863348.24,54.637614678899084,Masculino,225,211,0,Fratura do femur
N938,434,144628.41,46.90552995391705,Feminino,1,433,0,Outros sangramentos anormais do utero e da vagina
E871,434,308004.86,70.0552995391705,Feminino,150,284,0,Outros transtornos do equilibrio hidroeletrolitico e acido-basico
P220,434,5731563.91,0.39631336405529954,Masculino,258,176,0,Desconforto (angustia) respiratorio(a) do recem-nascido
F149,431,234516.63,32.80510440835267,Masculino,348,83,0,Transtornos mentais e comportamentais devidos ao uso da cocaina
K803,431,697733.35,55.43155452436195,Feminino,145,286,0,Colelitiase
R31 ,430,346869.94,65.71860465116279,Masculino,325,105,0,Hematuria nao especificada
C538,429,1214921.3,47.97902097902098,Feminino,2,427,0,Neoplasia maligna do colo do utero
G408,428,351046.99,34.08878504672897,Masculino,258,170,0,Epilepsia
N433,428,144433.43,52.532710280373834,Masculino,428,0,0,Hidrocele e espermatocele
J168,428,611444.8,15.75,Masculino,240,188,0,Pneumonia devida a outros microorganismos infecciosos especificados nao classificados em outra parte
C229,426,468927.69,64.96713615023474,Masculino,248,178,0,Neoplasia maligna do figado e das vias biliares intra-hepaticas
E108,426,307592.64,55.666666666666664,Feminino,207,219,0,Diabetes mellitus insulino-dependente
C900,425,3061718.23,64.36941176470589,Masculino,236,189,0,Mieloma multiplo e neoplasias malignas de plasmocitos
T068,425,258169.99,51.28,Masculino,277,148,0,"Outros traumatismos envolvendo regioes multiplas do corpo, nao classificados em outra parte"
J42 ,423,654222.46,52.456264775413715,Feminino,199,224,0,Bronquite cronica nao especificada
J36 ,421,131440.26,29.874109263657957,Feminino,196,225,0,Abscesso periamigdaliano
F190,421,282833.11,33.77672209026128,Masculino,318,103,0,Transtornos mentais e comportamentais devidos ao uso de multiplas drogas e ao uso de outras substancias psicoativas
E141,419,756228.98,38.7708830548926,Feminino,177,242,0,Diabetes mellitus nao especificado
S724,418,783394.13,51.80622009569378,Masculino,223,195,0,Fratura do femur
I808,416,223610.94,58.23317307692308,Feminino,184,232,0,Flebite e tromboflebite
Z940,416,1744740.79,53.54567307692308,Masculino,233,183,0,Orgaos e tecidos transplantados
M713,415,77840.99,45.63373493975904,Feminino,119,296,0,Outras bursopatias
I516,415,1010658.65,68.86506024096386,Masculino,224,191,0,Complicacoes de cardiopatias e doencas cardiacas mal definidas
C445,414,572560.32,65.18357487922705,Masculino,244,170,0,Outras neoplasias malignas da pele
K430,413,558116.22,54.917675544794186,Feminino,171,242,0,Hernia ventral
M235,412,1856213.46,35.69660194174757,Masculino,294,118,0,Transtornos internos dos joelhos
K579,409,318496.87,62.81173594132029,Feminino,177,232,0,Doenca diverticular do intestino
E660,408,2293880.63,43.4485294117647,Feminino,71,337,0,Obesidade
D648,406,281870.59,62.27339901477833,Feminino,194,212,0,Outras anemias
S669,406,292616.73,45.25369458128079,Masculino,215,191,0,Traumatismo de musculo e tendao ao nivel do punho e da mao
S829,404,642212.74,40.88861386138614,Masculino,288,116,0,"Fratura da perna, incluindo tornozelo"
I639,402,1477367.25,65.2089552238806,Masculino,213,189,0,Infarto cerebral
I832,400,335105.91000000003,63.4575,Feminino,188,212,0,Varizes dos membros inferiores
C348,400,745676.01,64.9025,Masculino,207,193,0,Neoplasia maligna dos bronquios e dos pulmoes
C343,398,1765528.31,64.5,Feminino,179,219,0,Neoplasia maligna dos bronquios e dos pulmoes
K830,397,669846.8200000001,59.831234256926955,Feminino,166,231,0,Outras doencas das vias biliares
S521,395,259959.22,40.40253164556962,Masculino,216,179,0,Fratura do antebraco
J448,392,538808.01,68.8545918367347,Feminino,195,197,0,Outras doencas pulmonares obstrutivas cronicas
S431,392,196250.94,40.93622448979592,Masculino,343,49,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos da cintura escapular"
F100,390,272310.54,48.751282051282054,Masculino,327,63,0,Transtornos mentais e comportamentais devidos ao uso de alcool
O249,389,359880.5,29.701799485861184,Feminino,0,389,0,Diabetes mellitus na gravidez
S062,389,1207448.27,46.89203084832905,Masculino,290,99,0,Traumatismo intracraniano
N739,387,182908.97,35.304909560723516,Feminino,1,386,0,Outras doencas inflamatorias pelvicas femininas
C504,387,1182891.48,56.76485788113695,Feminino,2,385,0,Neoplasia maligna da mama
S923,386,174568.07,35.15025906735751,Masculino,296,90,0,Fratura do pe (exceto do tornozelo)
C490,386,1598250.96,59.72020725388601,Masculino,218,168,0,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles
M318,384,335839.91,63.427083333333336,Masculino,210,174,0,Outras vasculopatias necrotizantes
T131,383,177350.1,57.422976501305484,Feminino,190,193,0,"Outros traumatismos de membro inferior, nivel nao especificado"
A279,381,490071.08,42.971128608923884,Masculino,308,73,0,Leptospirose
E86 ,379,100854.34,43.187335092348285,Masculino,198,181,0,Deplecao de volume
C541,378,1016232.92,63.925925925925924,Feminino,0,378,0,Neoplasia maligna do corpo do utero
R570,376,1302233.18,67.62765957446808,Masculino,198,178,0,Choque nao classificado em outra parte
C158,376,1141842.18,65.41755319148936,Masculino,270,106,0,Neoplasia maligna do esofago
N648,375,363328.96,48.074666666666666,Feminino,1,374,0,Outras doencas da mama
I159,375,131479.38,61.032,Feminino,144,231,0,Hipertensao secundaria
I608,373,1322755.0,58.7828418230563,Feminino,183,190,0,Hemorragia subaracnoide
C501,371,1017384.22,55.42587601078167,Feminino,3,368,0,Neoplasia maligna da mama
I771,371,935660.32,66.43396226415095,Masculino,208,163,0,Outras afeccoes das arterias e arteriolas
T509,370,294772.63,36.36486486486486,Feminino,138,232,0,"Intoxicacao por diureticos e outras drogas, medicamentos e substancias biologicas e as nao especificadas"
A084,370,165936.31999999998,34.432432432432435,Feminino,178,192,0,"Infeccoes intestinais virais, outras e as nao especificadas"
O230,369,92292.42,25.688346883468835,Feminino,0,369,0,Infeccoes do trato geniturinario na gravidez
O828,368,290895.93,27.054347826086957,Feminino,0,368,0,Parto unico por cesariana
L029,368,178430.58,36.63315217391305,Masculino,196,172,0,"Abscesso cutaneo, furunculo e antraz"
I258,368,1523895.31,67.85597826086956,Masculino,215,153,0,Doenca isquemica cronica do coracao
S523,366,229879.73,33.77049180327869,Masculino,278,88,0,Fratura do antebraco
S827,366,663082.98,40.49726775956284,Masculino,258,108,0,"Fratura da perna, incluindo tornozelo"
S024,365,512591.65,41.59452054794521,Masculino,295,70,0,Fratura do cranio e dos ossos da face
B342,365,307359.73,51.221917808219175,Masculino,183,182,0,"Doencas por virus, de localizacao nao especificada"
I844,364,122377.8,52.607142857142854,Feminino,157,207,0,Hemorroidas
K137,363,135761.82,26.391184573002754,Masculino,197,166,0,Outras doencas do labio e da mucosa oral
N398,363,215117.21,58.77685950413223,Feminino,172,191,0,Outros transtornos do trato urinario
I495,363,2321626.23,70.6694214876033,Masculino,194,169,0,Outras arritmias cardiacas
J988,361,678220.44,34.99445983379501,Masculino,185,176,0,Outros transtornos respiratorios
O240,361,111494.85,30.64819944598338,Feminino,0,361,0,Diabetes mellitus na gravidez
C670,359,697001.24,68.44011142061281,Masculino,241,118,0,Neoplasia maligna da bexiga
E878,355,185531.34,64.98028169014084,Feminino,140,215,0,Outros transtornos do equilibrio hidroeletrolitico e acido-basico
I802,355,260004.99,60.11267605633803,Feminino,149,206,0,Flebite e tromboflebite
C710,350,1031785.04,44.39142857142857,Masculino,192,158,0,Neoplasia maligna do encefalo
Z528,349,781719.87,54.16618911174785,Masculino,181,168,0,Doadores de orgaos e tecidos
I248,349,1375734.74,63.845272206303726,Masculino,190,159,0,Outras doencas isquemicas agudas do coracao
N131,349,439868.88,52.189111747851,Feminino,88,261,0,Uropatia obstrutiva e por refluxo
I714,348,8589483.54,70.89942528735632,Masculino,264,84,0,Aneurisma e disseccao da aorta
Z948,348,1800429.32,30.729885057471265,Masculino,225,123,0,Orgaos e tecidos transplantados
N841,348,98401.44,52.1580459770115,Feminino,0,348,0,Polipo do trato genital feminino
T029,346,229938.39,56.456647398843934,Masculino,198,148,0,Fraturas envolvendo multiplas regioes do corpo
G433,345,161568.76,40.78550724637681,Feminino,105,240,0,Enxaqueca
F03 ,345,640534.15,73.80579710144927,Feminino,140,205,0,Demencia nao especificada
S663,345,196859.33000000002,43.23478260869565,Masculino,277,68,0,Traumatismo de musculo e tendao ao nivel do punho e da mao
K838,344,649665.62,57.03779069767442,Feminino,129,215,0,Outras doencas das vias biliares
K828,344,431937.63,51.19767441860465,Feminino,114,230,0,Outras doencas da vesicula biliar
O234,343,74021.37,25.483965014577258,Feminino,0,343,0,Infeccoes do trato geniturinario na gravidez
T840,341,774747.02,63.69208211143695,Feminino,157,184,0,"Complicacoes de dispositivos proteticos, implantes e enxertos ortopedicos internos"
O150,340,202594.1,29.01764705882353,Feminino,0,340,0,Eclampsia
T905,339,869778.8,52.59587020648968,Masculino,264,75,0,Sequelas de traumatismo da cabeca
D142,337,538031.48,46.26409495548961,Masculino,215,122,0,Neoplasia benigna do ouvido medio e do aparelho respiratorio
G919,334,1946801.91,36.31437125748503,Masculino,171,163,0,Hidrocefalia
P369,332,756998.27,2.8012048192771086,Masculino,183,149,0,Septicemia bacteriana do recem-nascido
J350,330,127565.5,14.775757575757575,Feminino,151,179,0,Doencas cronicas das amigdalas e das adenoides
M161,329,1766605.02,64.58358662613982,Masculino,200,129,0,Coxartrose [artrose do quadril]
G318,329,467170.07,59.29179331306991,Feminino,157,172,0,Outras doencas degenerativas do sistema nervoso nao classificadas em outra parte
S727,328,791662.15,61.69207317073171,Feminino,155,173,0,Fratura do femur
N63 ,328,174087.75,41.02743902439025,Feminino,4,324,0,Nodulo mamario nao especificado
S930,328,277642.45,46.579268292682926,Masculino,174,154,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos ao nivel do tornozelo e do pe"
F31 ,325,452861.55,40.86153846153846,Feminino,130,195,0,Transtorno afetivo bipolar
I469,323,459982.21,61.68421052631579,Masculino,184,139,0,Parada cardiaca
K778,320,370036.31,59.571875,Masculino,189,131,0,Transtornos do figado em doencas classificadas em outra parte
C530,319,695657.79,46.711598746081506,Feminino,0,319,0,Neoplasia maligna do colo do utero
M009,318,272729.27,44.58490566037736,Masculino,206,112,0,Artrite piogenica
T111,317,89795.14,45.782334384858046,Masculino,195,122,0,"Outros traumatismos de membro superior, nivel nao especificado"
S824,316,200330.78,43.89873417721519,Masculino,170,146,0,"Fratura da perna, incluindo tornozelo"
K768,315,381185.85,52.526984126984125,Masculino,180,135,0,Outras doencas do figado
O064,314,82091.0,30.363057324840764,Feminino,1,313,0,Aborto nao especificado
N800,314,305637.82,44.818471337579616,Feminino,0,314,0,Endometriose
L059,312,68847.26,29.246794871794872,Masculino,194,118,0,Cisto pilonidal
G638,311,226412.84,53.17684887459807,Feminino,136,175,0,Polineuropatia em doencas classificadas em outra parte
